order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue,profit,region
ORD-10756206,CUST-205177,PROD-105630,2024-03-15,10,2484.65,0.15,21119.52,10695.72,West
ORD-91481794,CUST-050545,PROD-121700,2024-03-16,9,139.42,0.0,1254.78,659.79,North
ORD-17748688,CUST-887657,PROD-876597,2024-03-16,2,46.13,0.05,87.65,29.22,Central
ORD-67343470,CUST-810993,PROD-220345,2024-03-17,2,69.7,0.0,139.4,48.92,Central
ORD-38616501,CUST-246116,PROD-262490,2024-03-17,8,173.54,0.0,1388.32,756.4,West
ORD-87250191,CUST-638590,PROD-474972,2024-03-18,6,1831.08,0.0,10986.48,4370.4,South
ORD-89580299,CUST-050545,PROD-677815,2024-03-18,12,24.04,0.1,259.63,111.56,North
ORD-49920447,CUST-362524,PROD-048880,2024-03-18,7,145.08,0.1,914.0,472.19,Central
ORD-72463301,CUST-961520,PROD-133629,2024-03-19,5,65.33,0.05,310.32,118.23,Central
ORD-98910979,CUST-912373,PROD-090303,2024-03-19,3,50.07,0.3,105.15,48.95,Central
ORD-68649535,CUST-475289,PROD-063465,2024-03-20,7,590.77,0.05,3928.62,1399.29,South
ORD-09077642,CUST-321372,PROD-474882,2024-03-20,4,5.31,0.3,14.87,8.09,West
ORD-87017084,CUST-395882,PROD-735536,2024-03-20,6,2043.85,0.1,11036.79,4650.16,West
ORD-07278346,CUST-590483,PROD-563538,2024-03-20,10,42.55,0.0,425.5,202.2,Central
ORD-34816640,CUST-810993,PROD-191497,2024-03-21,2,1315.02,0.15,2235.53,1128.58,Central
ORD-69114411,CUST-779751,PROD-061402,2024-03-21,14,17.9,0.0,250.6,102.48,East
ORD-54383963,CUST-682055,PROD-142306,2024-03-21,7,1600.63,0.1,10083.97,4662.63,South
ORD-68203116,CUST-578047,PROD-022735,2024-03-22,5,27.2,0.05,129.2,59.42,Central
ORD-63173360,CUST-508206,PROD-713886,2024-03-22,15,324.61,0.0,4869.15,2371.05,East
ORD-01613724,CUST-845149,PROD-022735,2024-03-22,3,27.2,0.0,81.6,37.53,North
ORD-31298619,CUST-243677,PROD-883409,2024-03-22,13,18.06,0.15,199.56,86.52,West
ORD-58045481,CUST-020197,PROD-483594,2024-03-23,1,251.32,0.0,251.32,122.31,East
ORD-50857375,CUST-575686,PROD-520071,2024-03-23,12,57.54,0.3,483.34,217.06,Central
ORD-83795307,CUST-989064,PROD-469609,2024-03-23,12,124.04,0.0,1488.48,556.56,Central
ORD-56260039,CUST-626770,PROD-891561,2024-03-23,13,68.39,0.0,889.07,366.47,Central
ORD-82774208,CUST-943330,PROD-891561,2024-03-24,6,68.39,0.0,410.34,169.14,South
ORD-95511399,CUST-604944,PROD-220345,2024-03-24,9,69.7,0.0,627.3,220.14,Central
ORD-13934774,CUST-072663,PROD-177940,2024-03-24,6,78.72,0.15,401.47,120.67,Central
ORD-97212527,CUST-994235,PROD-316582,2024-03-24,9,34.05,0.1,275.81,111.05,South
ORD-81470336,CUST-242393,PROD-992632,2024-03-24,1,2.93,0.0,2.93,0.88,East
ORD-13697813,CUST-112030,PROD-134752,2024-03-24,4,274.23,0.2,877.54,451.74,East
ORD-82684962,CUST-238857,PROD-154616,2024-03-24,4,20.9,0.15,71.06,33.97,Central
ORD-14989569,CUST-846748,PROD-309739,2024-03-25,13,382.55,0.0,4973.15,1747.85,West
ORD-08829337,CUST-322848,PROD-808625,2024-03-25,14,9.35,0.0,130.9,55.72,Central
ORD-91311148,CUST-427382,PROD-367544,2024-03-25,2,44.74,0.1,80.53,23.11,South
ORD-46327971,CUST-889945,PROD-106996,2024-03-25,12,1629.21,0.2,15640.42,5640.58,East
ORD-61581546,CUST-287356,PROD-379384,2024-03-25,1,1881.81,0.15,1599.54,512.88,East
ORD-50210662,CUST-368362,PROD-518471,2024-03-25,10,32.66,0.1,293.94,135.99,West
ORD-77385403,CUST-557200,PROD-622194,2024-03-26,9,55.65,0.0,500.85,158.22,East
ORD-42920593,CUST-435224,PROD-519919,2024-03-26,14,150.03,0.0,2100.42,853.02,Central
ORD-92932437,CUST-312434,PROD-746112,2024-03-26,10,2.95,0.05,28.02,11.69,North
ORD-72947482,CUST-193180,PROD-359818,2024-03-26,5,282.08,0.05,1339.88,503.36,West
ORD-83039233,CUST-891392,PROD-059120,2024-03-26,4,224.45,0.2,718.24,256.99,East
ORD-88220501,CUST-079053,PROD-730442,2024-03-26,3,87.41,0.3,183.56,85.97,West
ORD-50984593,CUST-075875,PROD-128223,2024-03-27,7,46.39,0.0,324.73,159.53,South
ORD-00288814,CUST-948890,PROD-712977,2024-03-27,7,22.15,0.3,108.53,48.61,South
ORD-25958935,CUST-751178,PROD-317220,2024-03-27,12,44.17,0.05,503.54,270.07,East
ORD-36875268,CUST-738720,PROD-683253,2024-03-27,13,30.08,0.15,332.38,142.21,South
ORD-41265373,CUST-870123,PROD-641656,2024-03-27,4,576.93,0.0,2307.72,829.88,West
ORD-68810994,CUST-926452,PROD-022735,2024-03-27,7,27.2,0.0,190.4,87.57,West
ORD-16037151,CUST-647212,PROD-992632,2024-03-28,14,2.93,0.2,32.82,9.86,Central
ORD-67794409,CUST-435212,PROD-730442,2024-03-28,15,87.41,0.05,1245.59,583.39,South
ORD-33802558,CUST-218256,PROD-090303,2024-03-28,12,50.07,0.0,600.84,279.72,West
ORD-00562268,CUST-746902,PROD-277230,2024-03-29,8,23.83,0.2,152.51,67.52,South
ORD-95323045,CUST-370708,PROD-220345,2024-03-29,8,69.7,0.2,446.08,156.54,South
ORD-36078899,CUST-969635,PROD-128223,2024-03-29,3,46.39,0.2,111.34,54.7,North
ORD-72887932,CUST-772220,PROD-580280,2024-03-29,14,174.54,0.1,2199.2,926.73,Central
ORD-21440671,CUST-836652,PROD-247160,2024-03-29,11,21.93,0.0,241.23,128.81,North
ORD-47127169,CUST-585706,PROD-335843,2024-03-29,11,64.2,0.3,494.34,271.89,Central
ORD-88601457,CUST-722076,PROD-966053,2024-03-29,1,27.49,0.2,21.99,7.95,South
ORD-81979712,CUST-116573,PROD-617072,2024-03-29,4,69.76,0.0,279.04,91.68,Central
ORD-13706497,CUST-148351,PROD-702168,2024-03-29,15,53.24,0.0,798.6,378.0,East
ORD-77966779,CUST-247002,PROD-740649,2024-03-30,10,776.62,0.1,6989.58,2688.75,North
ORD-15538642,CUST-296450,PROD-992632,2024-03-30,15,2.93,0.0,43.95,13.2,Central
ORD-00862037,CUST-072663,PROD-883409,2024-03-30,6,18.06,0.3,75.85,32.89,Central
ORD-00036545,CUST-437201,PROD-683253,2024-03-30,15,30.08,0.15,383.52,164.09,East
ORD-83597402,CUST-982848,PROD-348581,2024-03-30,12,37.05,0.15,377.91,124.24,East
ORD-06936966,CUST-676924,PROD-266559,2024-03-30,2,74.66,0.2,119.46,62.7,West
ORD-04865904,CUST-692377,PROD-936678,2024-03-31,9,25.14,0.05,214.95,90.63,East
ORD-31672107,CUST-331341,PROD-317220,2024-03-31,13,44.17,0.0,574.21,307.97,East
ORD-84309916,CUST-519167,PROD-367544,2024-03-31,8,44.74,0.3,250.54,71.9,Central
ORD-08244326,CUST-540487,PROD-133629,2024-03-31,8,65.33,0.15,444.24,169.25,West
ORD-11015563,CUST-835543,PROD-041098,2024-03-31,9,24.37,0.0,219.33,115.74,North
ORD-52867753,CUST-504887,PROD-683253,2024-03-31,2,30.08,0.3,42.11,18.02,East
ORD-69271814,CUST-713297,PROD-316582,2024-04-01,15,34.05,0.0,510.75,205.65,South
ORD-24757442,CUST-337512,PROD-490336,2024-04-01,15,130.71,0.3,1372.45,654.36,North
ORD-80685891,CUST-768878,PROD-867111,2024-04-01,13,1533.73,0.0,19938.49,7669.61,West
ORD-56608824,CUST-737677,PROD-220345,2024-04-01,2,69.7,0.05,132.43,46.47,East
ORD-45404576,CUST-887657,PROD-730442,2024-04-01,12,87.41,0.1,944.03,442.15,Central
ORD-50045101,CUST-484837,PROD-034487,2024-04-01,12,141.56,0.3,1189.1,394.46,East
ORD-05704368,CUST-466403,PROD-082682,2024-04-02,2,127.46,0.0,254.92,116.18,South
ORD-35914207,CUST-053666,PROD-808625,2024-04-03,7,9.35,0.0,65.45,27.86,West
ORD-90002133,CUST-389257,PROD-338574,2024-04-03,11,140.36,0.1,1389.56,699.34,North
ORD-35694699,CUST-484837,PROD-900201,2024-04-03,8,63.57,0.0,508.56,249.28,East
ORD-26161484,CUST-846748,PROD-255661,2024-04-03,13,39.73,0.15,439.02,159.78,West
ORD-02279645,CUST-558232,PROD-862390,2024-04-03,1,174.02,0.3,121.81,49.52,North
ORD-21036284,CUST-918149,PROD-345658,2024-04-04,1,130.77,0.2,104.62,55.8,Central
ORD-27374559,CUST-264427,PROD-367544,2024-04-04,15,44.74,0.0,671.1,192.6,North
ORD-24334486,CUST-845149,PROD-134752,2024-04-04,1,274.23,0.0,274.23,141.17,North
ORD-17204577,CUST-120833,PROD-061402,2024-04-04,15,17.9,0.0,268.5,109.8,West
ORD-19563244,CUST-688152,PROD-841107,2024-04-05,4,2377.99,0.0,9511.96,4660.0,North
ORD-21101679,CUST-836652,PROD-277230,2024-04-05,14,23.83,0.3,233.53,103.39,North
ORD-02772237,CUST-261367,PROD-345658,2024-04-05,4,130.77,0.3,366.16,195.3,South
ORD-94647011,CUST-763063,PROD-277230,2024-04-05,2,23.83,0.3,33.36,14.77,East
ORD-16279597,CUST-129557,PROD-082682,2024-04-05,7,127.46,0.1,803.0,365.97,North
ORD-87091951,CUST-389257,PROD-763172,2024-04-05,8,636.84,0.3,3566.3,1880.2,North
ORD-97427037,CUST-800516,PROD-677815,2024-04-06,3,24.04,0.3,50.48,21.69,North
ORD-33568842,CUST-402265,PROD-876597,2024-04-06,11,46.13,0.0,507.43,169.18,South
ORD-66757203,CUST-537220,PROD-143537,2024-04-06,4,31.54,0.0,126.16,56.44,East
ORD-08775852,CUST-321230,PROD-255661,2024-04-06,3,39.73,0.2,95.35,34.7,West
ORD-68450254,CUST-109408,PROD-992635,2024-04-06,14,74.31,0.1,936.31,359.73,North
ORD-40926884,CUST-595604,PROD-215787,2024-04-06,4,970.32,0.1,3493.15,1553.44,West
ORD-79547623,CUST-988318,PROD-775674,2024-04-07,2,1991.53,0.15,3385.6,1359.35,East
ORD-00096447,CUST-961069,PROD-702168,2024-04-07,6,53.24,0.3,223.61,105.84,East
ORD-05892073,CUST-021660,PROD-348581,2024-04-07,4,37.05,0.2,118.56,38.98,East
ORD-30838197,CUST-087222,PROD-900201,2024-04-07,15,63.57,0.1,858.19,420.66,South
ORD-92662432,CUST-432772,PROD-956588,2024-04-07,14,2257.64,0.2,25285.57,7299.15,East
ORD-09927081,CUST-215725,PROD-617072,2024-04-07,13,69.76,0.0,906.88,297.96,North
ORD-14866662,CUST-507595,PROD-469609,2024-04-08,15,124.04,0.0,1860.6,695.7,Central
ORD-98209884,CUST-924164,PROD-641656,2024-04-08,9,576.93,0.1,4673.13,1680.51,North
ORD-61556163,CUST-874211,PROD-900201,2024-04-08,6,63.57,0.0,381.42,186.96,West
ORD-73156268,CUST-020197,PROD-395714,2024-04-08,5,1838.95,0.1,8275.27,3375.22,East
ORD-91991275,CUST-922997,PROD-603674,2024-04-08,8,1554.14,0.2,9946.5,3813.76,South
ORD-22493744,CUST-143564,PROD-233045,2024-04-08,13,31.24,0.0,406.12,147.16,East
ORD-46757322,CUST-604944,PROD-486426,2024-04-09,3,163.03,0.2,391.27,151.68,Central
ORD-89370906,CUST-274499,PROD-512316,2024-04-09,2,45.56,0.1,82.01,32.74,Central
ORD-88169358,CUST-153727,PROD-641656,2024-04-09,3,576.93,0.15,1471.17,529.05,North
ORD-64898085,CUST-572022,PROD-338574,2024-04-09,2,140.36,0.0,280.72,141.28,West
ORD-65034224,CUST-182787,PROD-610074,2024-04-10,5,43.36,0.1,195.12,73.48,West
ORD-19922967,CUST-636837,PROD-395714,2024-04-10,3,1838.95,0.0,5516.85,2250.15,East
ORD-43588268,CUST-073109,PROD-359818,2024-04-10,10,282.08,0.1,2538.72,953.73,West
ORD-44810884,CUST-873577,PROD-702168,2024-04-10,3,53.24,0.15,135.76,64.26,Central
ORD-40300983,CUST-079053,PROD-247160,2024-04-10,8,21.93,0.2,140.35,74.94,West
ORD-76478282,CUST-243677,PROD-316582,2024-04-10,9,34.05,0.0,306.45,123.39,West
ORD-36579438,CUST-246116,PROD-442115,2024-04-10,13,35.08,0.05,433.24,121.65,West
ORD-67293985,CUST-544157,PROD-059120,2024-04-11,11,224.45,0.0,2468.95,883.41,North
ORD-24298465,CUST-845149,PROD-518471,2024-04-11,14,32.66,0.2,365.79,169.23,North
ORD-71220906,CUST-059686,PROD-563538,2024-04-12,6,42.55,0.0,255.3,121.32,South
ORD-70411530,CUST-537220,PROD-520071,2024-04-12,15,57.54,0.0,863.1,387.6,East
ORD-68071193,CUST-205177,PROD-763172,2024-04-12,7,636.84,0.0,4457.88,2350.25,West
ORD-15197267,CUST-437398,PROD-677815,2024-04-12,7,24.04,0.0,168.28,72.31,South
ORD-58201185,CUST-461493,PROD-154902,2024-04-12,4,28.02,0.3,78.46,34.8,West
ORD-98494218,CUST-712668,PROD-106996,2024-04-12,9,1629.21,0.0,14662.89,5288.04,South
ORD-88749406,CUST-970405,PROD-469609,2024-04-13,5,124.04,0.0,620.2,231.9,North
ORD-06851981,CUST-359337,PROD-177940,2024-04-13,4,78.72,0.15,267.65,80.44,South
ORD-35842468,CUST-050529,PROD-063465,2024-04-13,1,590.77,0.15,502.15,178.86,North
ORD-96245575,CUST-535270,PROD-437820,2024-04-13,12,240.94,0.3,2023.9,995.15,Central
ORD-38750858,CUST-836652,PROD-100511,2024-04-13,13,144.46,0.05,1784.08,630.96,North
ORD-06119107,CUST-713309,PROD-096853,2024-04-14,15,69.44,0.0,1041.6,361.5,West
ORD-40546321,CUST-866143,PROD-936678,2024-04-14,7,25.14,0.0,175.98,74.2,North
ORD-49542892,CUST-323737,PROD-142306,2024-04-14,3,1600.63,0.0,4801.89,2220.3,West
ORD-97024277,CUST-679216,PROD-039662,2024-04-15,7,784.84,0.15,4669.8,2174.55,South
ORD-53722671,CUST-843493,PROD-335843,2024-04-15,9,64.2,0.15,491.13,270.12,South
ORD-80312488,CUST-470920,PROD-381308,2024-04-15,15,1193.85,0.0,17907.75,9626.1,North
ORD-76138735,CUST-550994,PROD-966053,2024-04-15,12,27.49,0.15,280.4,101.39,North
ORD-72068126,CUST-885319,PROD-437820,2024-04-15,12,240.94,0.0,2891.28,1421.64,South
ORD-77761477,CUST-070012,PROD-900201,2024-04-15,5,63.57,0.05,301.96,148.01,North
ORD-00152792,CUST-796467,PROD-059120,2024-04-15,2,224.45,0.05,426.45,152.59,North
ORD-51185361,CUST-885319,PROD-565599,2024-04-16,2,67.9,0.15,115.43,50.64,South
ORD-16532067,CUST-461493,PROD-381308,2024-04-16,4,1193.85,0.05,4536.63,2438.61,West
ORD-04417904,CUST-362524,PROD-677815,2024-04-16,1,24.04,0.3,16.83,7.23,Central
ORD-72671975,CUST-386890,PROD-888052,2024-04-16,9,1618.0,0.05,13833.9,5154.88,North
ORD-15259944,CUST-238767,PROD-936678,2024-04-16,2,25.14,0.3,35.2,14.84,North
ORD-86806332,CUST-676924,PROD-105630,2024-04-17,10,2484.65,0.0,24846.5,12583.2,West
ORD-35938453,CUST-518557,PROD-713886,2024-04-17,6,324.61,0.0,1947.66,948.42,South
ORD-14600026,CUST-253396,PROD-808625,2024-04-17,5,9.35,0.3,32.73,13.93,Central
ORD-42556273,CUST-555192,PROD-520071,2024-04-17,5,57.54,0.3,201.39,90.44,Central
ORD-56235419,CUST-610725,PROD-615081,2024-04-18,8,312.29,0.3,1748.82,871.36,East
ORD-78575754,CUST-520224,PROD-641656,2024-04-18,8,576.93,0.15,3923.12,1410.8,West
ORD-80263382,CUST-120833,PROD-379384,2024-04-18,2,1881.81,0.1,3387.26,1086.1,West
ORD-80818686,CUST-537611,PROD-121700,2024-04-18,4,139.42,0.0,557.68,293.24,South
ORD-35619733,CUST-661039,PROD-215787,2024-04-18,13,970.32,0.2,10091.33,4487.7,Central
ORD-65829967,CUST-472035,PROD-720755,2024-04-19,4,204.85,0.1,737.46,297.36,North
ORD-24053523,CUST-575986,PROD-512316,2024-04-19,12,45.56,0.0,546.72,218.28,West
ORD-20906753,CUST-870123,PROD-154616,2024-04-19,4,20.9,0.2,66.88,31.97,West
ORD-39201027,CUST-691564,PROD-563538,2024-04-19,6,42.55,0.0,255.3,121.32,North
ORD-21277075,CUST-197961,PROD-345658,2024-04-19,14,130.77,0.0,1830.78,976.5,Central
ORD-07909403,CUST-845915,PROD-215787,2024-04-19,7,970.32,0.15,5773.4,2567.48,South
ORD-64001855,CUST-222288,PROD-266559,2024-04-19,1,74.66,0.0,74.66,39.19,East
ORD-00387589,CUST-711948,PROD-379384,2024-04-20,3,1881.81,0.1,5080.89,1629.15,West
ORD-62718918,CUST-155013,PROD-266559,2024-04-20,1,74.66,0.2,59.73,31.35,West
ORD-69304158,CUST-786869,PROD-379384,2024-04-20,7,1881.81,0.0,13172.67,4223.73,East
ORD-28174463,CUST-757809,PROD-841107,2024-04-20,7,2377.99,0.0,16645.93,8155.0,North
ORD-20213754,CUST-477964,PROD-154616,2024-04-20,10,20.9,0.2,167.2,79.92,West
ORD-08029575,CUST-696956,PROD-718103,2024-04-20,5,116.62,0.0,583.1,203.3,East
ORD-18282490,CUST-636837,PROD-746112,2024-04-20,8,2.95,0.0,23.6,9.84,East
ORD-56804122,CUST-684458,PROD-486426,2024-04-21,15,163.03,0.0,2445.45,948.0,North
ORD-65308384,CUST-632131,PROD-757188,2024-04-21,6,18.0,0.3,75.6,40.82,West
ORD-76568483,CUST-386890,PROD-519919,2024-04-21,12,150.03,0.15,1530.31,621.49,North
ORD-94560192,CUST-969635,PROD-469609,2024-04-21,13,124.04,0.3,1128.76,422.06,North
ORD-09213928,CUST-706601,PROD-041098,2024-04-22,15,24.37,0.3,255.88,135.03,East
ORD-90581879,CUST-537611,PROD-215787,2024-04-22,9,970.32,0.0,8732.88,3883.59,South
ORD-82070604,CUST-050529,PROD-341120,2024-04-22,9,18.11,0.15,138.54,63.11,North
ORD-55586410,CUST-125343,PROD-332427,2024-04-22,6,24.2,0.0,145.2,50.76,West
ORD-34024585,CUST-548390,PROD-048880,2024-04-22,11,145.08,0.3,1117.12,577.12,South
ORD-86793772,CUST-746902,PROD-867111,2024-04-22,4,1533.73,0.3,4294.44,1651.92,South
ORD-83752423,CUST-636837,PROD-214337,2024-04-23,14,140.9,0.15,1676.71,907.85,East
ORD-38105135,CUST-625670,PROD-730442,2024-04-23,5,87.41,0.3,305.93,143.29,Central
ORD-82403329,CUST-484837,PROD-059120,2024-04-23,5,224.45,0.15,953.91,341.32,East
ORD-43225691,CUST-388906,PROD-474972,2024-04-23,13,1831.08,0.15,20233.43,8048.82,East
ORD-57376736,CUST-678897,PROD-718103,2024-04-24,12,116.62,0.0,1399.44,487.92,East
ORD-22138852,CUST-434237,PROD-518471,2024-04-24,8,32.66,0.0,261.28,120.88,West
ORD-82273708,CUST-912373,PROD-469609,2024-04-24,2,124.04,0.15,210.87,78.85,Central
ORD-90335874,CUST-397285,PROD-677815,2024-04-24,1,24.04,0.0,24.04,10.33,Central
ORD-02677458,CUST-064761,PROD-465143,2024-04-24,11,639.81,0.05,6686.01,2494.1,West
ORD-22834164,CUST-713309,PROD-338574,2024-04-25,8,140.36,0.0,1122.88,565.12,West
ORD-27971401,CUST-516368,PROD-247160,2024-04-25,3,21.93,0.0,65.79,35.13,Central
ORD-76411024,CUST-159642,PROD-888052,2024-04-25,1,1618.0,0.0,1618.0,602.91,North
ORD-87922449,CUST-590483,PROD-142306,2024-04-25,2,1600.63,0.05,3041.2,1406.19,Central
ORD-00351200,CUST-112030,PROD-512316,2024-04-26,7,45.56,0.3,223.24,89.13,East
ORD-78093599,CUST-986908,PROD-516359,2024-04-26,6,144.97,0.3,608.87,184.42,South
ORD-60489062,CUST-453828,PROD-547578,2024-04-26,2,62.53,0.05,118.81,57.68,North
ORD-25286432,CUST-845915,PROD-474972,2024-04-26,12,1831.08,0.1,19775.66,7866.72,South
ORD-98802779,CUST-715490,PROD-106996,2024-04-27,2,1629.21,0.3,2280.89,822.58,East
ORD-55341819,CUST-246116,PROD-936678,2024-04-27,12,25.14,0.3,211.18,89.04,West
ORD-96179305,CUST-296450,PROD-519919,2024-04-27,11,150.03,0.0,1650.33,670.23,Central
ORD-43056276,CUST-400432,PROD-134752,2024-04-27,4,274.23,0.0,1096.92,564.68,North
ORD-72607684,CUST-896748,PROD-665569,2024-04-27,14,38.57,0.3,377.99,155.53,South
ORD-31732895,CUST-581901,PROD-309739,2024-04-28,1,382.55,0.05,363.42,127.73,Central
ORD-41718158,CUST-120859,PROD-154616,2024-04-28,11,20.9,0.0,229.9,109.89,South
ORD-51521447,CUST-069974,PROD-154616,2024-04-28,10,20.9,0.1,188.1,89.91,North
ORD-75626534,CUST-678897,PROD-039662,2024-04-29,7,784.84,0.0,5493.88,2558.29,East
ORD-38703450,CUST-138783,PROD-867111,2024-04-29,8,1533.73,0.15,10429.36,4011.8,South
ORD-99688500,CUST-733442,PROD-071235,2024-04-29,10,1615.39,0.15,13730.82,6624.82,South
ORD-73348088,CUST-470920,PROD-862390,2024-04-29,13,174.02,0.1,2036.03,827.66,North
ORD-69636838,CUST-937477,PROD-618068,2024-04-29,6,96.1,0.0,576.6,181.56,West
ORD-66541087,CUST-986908,PROD-547578,2024-04-29,4,62.53,0.1,225.11,109.3,South
ORD-85671218,CUST-949023,PROD-215787,2024-04-30,14,970.32,0.1,12226.03,5437.03,North
ORD-02000244,CUST-977571,PROD-332427,2024-04-30,13,24.2,0.0,314.6,109.98,West
ORD-15816772,CUST-916066,PROD-332427,2024-04-30,4,24.2,0.05,91.96,32.15,South
ORD-58935174,CUST-880429,PROD-713886,2024-04-30,13,324.61,0.05,4008.93,1952.16,North
ORD-90353614,CUST-582259,PROD-061402,2024-05-01,7,17.9,0.0,125.3,51.24,West
ORD-78970040,CUST-678897,PROD-735267,2024-05-01,3,194.07,0.05,553.1,262.31,East
ORD-42207458,CUST-537611,PROD-071235,2024-05-01,3,1615.39,0.3,3392.32,1636.72,South
ORD-98114190,CUST-408727,PROD-215787,2024-05-01,3,970.32,0.3,2037.67,906.17,North
ORD-49110361,CUST-846748,PROD-041098,2024-05-01,10,24.37,0.15,207.15,109.31,West
ORD-06835463,CUST-921017,PROD-992635,2024-05-01,2,74.31,0.3,104.03,39.97,North
ORD-48265436,CUST-558232,PROD-795618,2024-05-02,1,772.66,0.0,772.66,360.39,North
ORD-16727929,CUST-033324,PROD-220345,2024-05-02,7,69.7,0.15,414.72,145.54,North
ORD-55020674,CUST-445132,PROD-720755,2024-05-03,7,204.85,0.0,1433.95,578.2,West
ORD-26171776,CUST-827188,PROD-474972,2024-05-03,13,1831.08,0.2,19043.23,7575.36,South
ORD-90493334,CUST-407714,PROD-106996,2024-05-03,9,1629.21,0.1,13196.6,4759.24,Central
ORD-88778502,CUST-322848,PROD-106996,2024-05-04,15,1629.21,0.15,20772.43,7491.39,Central
ORD-29006789,CUST-531328,PROD-061402,2024-05-04,14,17.9,0.1,225.54,92.23,East
ORD-65997510,CUST-134255,PROD-490336,2024-05-04,11,130.71,0.15,1222.14,582.69,East
ORD-48886529,CUST-166970,PROD-177940,2024-05-04,8,78.72,0.15,535.3,160.89,East
ORD-76811934,CUST-296450,PROD-023384,2024-05-04,4,220.4,0.2,705.28,377.5,Central
ORD-17682777,CUST-178433,PROD-059120,2024-05-05,15,224.45,0.05,3198.41,1144.42,Central
ORD-78785057,CUST-837670,PROD-490336,2024-05-05,10,130.71,0.15,1111.04,529.72,East
ORD-23830220,CUST-437201,PROD-740649,2024-05-06,15,776.62,0.0,11649.3,4481.25,East
ORD-76644870,CUST-094743,PROD-563538,2024-05-06,4,42.55,0.0,170.2,80.88,West
ORD-90153381,CUST-503635,PROD-255661,2024-05-06,5,39.73,0.05,188.72,68.68,West
ORD-49123916,CUST-264427,PROD-966053,2024-05-06,2,27.49,0.2,43.98,15.9,North
ORD-29019641,CUST-329500,PROD-255661,2024-05-06,14,39.73,0.0,556.22,202.44,North
ORD-87883042,CUST-139656,PROD-876597,2024-05-07,11,46.13,0.05,482.06,160.72,North
ORD-96272847,CUST-939935,PROD-348581,2024-05-07,3,37.05,0.2,88.92,29.23,North
ORD-09103470,CUST-365968,PROD-582128,2024-05-07,11,1529.36,0.1,15140.66,4606.77,West
ORD-58675076,CUST-113222,PROD-563538,2024-05-08,7,42.55,0.0,297.85,141.54,East
ORD-84240787,CUST-457108,PROD-063465,2024-05-08,2,590.77,0.0,1181.54,420.84,West
ORD-66246123,CUST-778674,PROD-063465,2024-05-09,13,590.77,0.1,6912.01,2461.91,South
ORD-69790754,CUST-688152,PROD-071235,2024-05-09,11,1615.39,0.0,17769.29,8573.29,North
ORD-85191373,CUST-021660,PROD-617072,2024-05-09,4,69.76,0.0,279.04,91.68,East
ORD-77200329,CUST-845149,PROD-730442,2024-05-09,13,87.41,0.0,1136.33,532.22,North
ORD-08357747,CUST-728315,PROD-447641,2024-05-09,11,45.06,0.15,421.31,180.55,East
ORD-67160602,CUST-934635,PROD-191497,2024-05-09,6,1315.02,0.0,7890.12,3983.22,Central
ORD-57726711,CUST-550171,PROD-992632,2024-05-10,8,2.93,0.0,23.44,7.04,North
ORD-80029657,CUST-020554,PROD-841107,2024-05-10,1,2377.99,0.1,2140.19,1048.5,North
ORD-05139880,CUST-131340,PROD-992635,2024-05-10,3,74.31,0.2,178.34,68.52,West
ORD-85503698,CUST-798083,PROD-712977,2024-05-10,9,22.15,0.15,169.45,75.89,East
ORD-21517802,CUST-755362,PROD-100511,2024-05-10,6,144.46,0.3,606.73,214.58,North
ORD-31666730,CUST-763063,PROD-763172,2024-05-11,10,636.84,0.0,6368.4,3357.5,East
ORD-88610979,CUST-716303,PROD-848126,2024-05-11,2,23.23,0.0,46.46,17.74,East
ORD-46913542,CUST-128744,PROD-757188,2024-05-11,9,18.0,0.0,162.0,87.48,South
ORD-58234716,CUST-558232,PROD-062399,2024-05-11,14,1348.16,0.05,17930.53,7201.15,North
ORD-91229727,CUST-409375,PROD-447641,2024-05-11,11,45.06,0.3,346.96,148.69,East
ORD-47340953,CUST-718885,PROD-883409,2024-05-12,4,18.06,0.2,57.79,25.06,North
ORD-54089540,CUST-044649,PROD-142306,2024-05-12,6,1600.63,0.3,6722.65,3108.42,North
ORD-11770833,CUST-525633,PROD-618068,2024-05-12,7,96.1,0.1,605.43,190.64,North
ORD-83055313,CUST-927636,PROD-437820,2024-05-13,10,240.94,0.15,2047.99,1007.0,Central
ORD-64169613,CUST-737677,PROD-808625,2024-05-13,9,9.35,0.0,84.15,35.82,East
ORD-50658587,CUST-842572,PROD-341120,2024-05-13,3,18.11,0.0,54.33,24.75,East
ORD-62874931,CUST-074316,PROD-516359,2024-05-13,7,144.97,0.15,862.57,261.26,North
ORD-39063671,CUST-592723,PROD-735267,2024-05-13,5,194.07,0.3,679.24,322.14,East
ORD-77638742,CUST-138783,PROD-381308,2024-05-14,5,1193.85,0.0,5969.25,3208.7,South
ORD-14557360,CUST-326905,PROD-516359,2024-05-14,3,144.97,0.0,434.91,131.73,West
ORD-10347407,CUST-614431,PROD-348581,2024-05-14,15,37.05,0.3,389.02,127.89,East
ORD-22206437,CUST-105295,PROD-519919,2024-05-14,11,150.03,0.2,1320.26,536.18,South
ORD-61387411,CUST-823345,PROD-247160,2024-05-14,12,21.93,0.1,236.84,126.47,South
ORD-06712958,CUST-621954,PROD-041098,2024-05-14,3,24.37,0.0,73.11,38.58,West
